INSTNM,CITY,STABBR,CONTROL,UGDS,C150_4,COSTT4_A,COSTT4_A_IMP,TUITIONFEE_IN,TUITIONFEE_IN_IMP,TUITIONFEE_OUT,TUITIONFEE_OUT_IMP,PCTPELL,GRAD_DEBT_MDN,MD_EARN_WNE_P10,ROI,ZIP,LATITUDE,LONGITUDE
Southeast Arkansas College,Pine Bluff,AR,1,851.0,,22405.0,22405.0,5200.0,5200.0,8650.0,8650.0,0.7864,8600.0,33603.0,2.667023777638901,71603,34.210309,-92.025936
University of Aesthetics & Cosmetology,El Dorado,AR,3,42.0,,,31946.0,,16657.0,,16657.0,0.74,9833.0,26754.0,4.776257755849593,71730-4009,33.216032,-92.664101
University of Arkansas-Pulaski Technical College,North Little Rock,AR,1,4118.0,,20811.0,20811.0,6300.0,6300.0,9450.0,9450.0,0.5562,12080.0,34722.0,2.397442543632279,72118-3347,34.782783,-92.299184
University of Arkansas Hope-Texarkana,Hope,AR,1,583.0,,16307.0,16307.0,3880.0,3880.0,5560.0,5560.0,0.3416,,34162.0,1.909372987530004,71801,33.641665,-93.596762
University of Arkansas Community College Rich Mountain,Mena,AR,1,503.0,,13096.0,13096.0,3696.0,3696.0,4272.0,4272.0,0.3978,6500.0,30037.0,1.743982421679928,71953,34.591449,-94.219799
Paul Mitchell the School-Arkansas,Fayetteville,AR,3,99.0,,,31946.0,,16657.0,,16657.0,0.4936,9833.0,20077.0,6.364695920705285,72703,36.126373,-94.153892
Searcy Beauty College,Searcy,AR,3,54.0,,,31946.0,,16657.0,,16657.0,0.7386,12429.0,19896.0,6.42259750703659,72143,35.239148,-91.735135
Shorter College,N Little Rock,AR,2,287.0,,21735.0,21735.0,6246.0,6246.0,6246.0,6246.0,0.7483,29500.0,40747.0,2.133654011338258,72114,34.75933,-92.261331
Williams Baptist University,Walnut Ridge,AR,2,478.0,0.2564,33597.0,33597.0,21070.0,21070.0,21070.0,21070.0,0.5438,21820.0,38484.0,3.4920486435921423,72476,36.125676,-90.940277
South Arkansas College,El Dorado,AR,1,862.0,,12932.0,12932.0,3324.0,3324.0,5532.0,5532.0,0.4109,11153.0,34521.0,1.4984502187074535,71731-7010,33.209446,-92.666087
Southern Arkansas University Main Campus,Magnolia,AR,1,2708.0,0.4882,24951.0,24951.0,9960.0,9960.0,15690.0,15690.0,0.482,18750.0,42386.0,2.354645401783608,71753,33.291618,-93.235922
Southern Arkansas University Tech,Camden,AR,1,672.0,,17294.0,17294.0,5040.0,5040.0,6480.0,6480.0,0.4207,6000.0,36376.0,1.90169342423576,71701-1906,33.628367,-92.721629
Velvatex College of Beauty Culture,Little Rock,AR,3,8.0,,,31946.0,,16657.0,,16657.0,1.0,,17412.0,7.338846772340914,72202-5452,34.735685,-92.289597
University of Arkansas-Fort Smith,Fort Smith,AR,1,4091.0,0.3788,19048.0,19048.0,7334.0,7334.0,12182.0,12182.0,0.391,18250.0,41102.0,1.8537297455111674,72913-3649,35.384184,-94.373729
Academy of Art University,San Francisco,CA,3,3587.0,0.3432,48036.0,48036.0,30736.0,30736.0,30736.0,30736.0,0.4104,31000.0,39008.0,4.925758818703856,94105,37.787943,-122.400578
Academy of Chinese Culture and Health Sciences,Oakland,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,94612,37.805972,-122.269839
College of Alameda,Alameda,CA,1,4487.0,,18185.0,18185.0,1258.0,1258.0,9898.0,9898.0,0.1047,,42563.0,1.7089960764043888,94501,37.781017,-122.279303
Allan Hancock College,Santa Maria,CA,1,8052.0,,13214.0,13214.0,1156.0,1156.0,9892.0,9892.0,0.2418,,42786.0,1.2353573598840741,93454-6399,34.943716,-120.421144
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,2,112.0,,55682.0,55682.0,40650.0,40650.0,40650.0,40650.0,0.284,12000.0,27019.0,8.243384285132684,90028,34.095378,-118.343701
Berkeley School of Theology,Berkeley,CA,2,17.0,,,46093.0,2856.0,2856.0,2856.0,2856.0,0.0,,40747.0,4.524799371732889,94704-3029,37.865252,-122.256149
American Film Institute Conservatory,Los Angeles,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,90027-1625,34.10767,-118.310018
American Beauty College,West Covina,CA,3,334.0,,,31946.0,,16657.0,,16657.0,0.6853,5430.0,22481.0,5.684088786086028,91790,34.069367,-117.936959
American Career College-Los Angeles,Los Angeles,CA,3,2168.0,,,31946.0,,16657.0,,16657.0,0.6254,9500.0,38430.0,3.325110590684361,90004,34.079323,-118.292481
American River College,Sacramento,CA,1,25621.0,,16384.0,16384.0,1288.0,1288.0,12616.0,12616.0,0.2109,9625.0,40162.0,1.6317912454559036,95841-4286,38.65085,-121.349672
Antelope Valley Community College District,Lancaster,CA,1,11534.0,0.3438,12931.0,12931.0,1124.0,1124.0,9548.0,9548.0,0.4186,12500.0,36526.0,1.4160871707824563,93536-5426,34.676207,-118.186166
Art Center College of Design,Pasadena,CA,2,2017.0,0.7917,75649.0,75649.0,54170.0,54170.0,54170.0,54170.0,0.216,31000.0,71958.0,4.2051752411128716,91103,34.169031,-118.185102
Associated Technical College-Los Angeles,Los Angeles,CA,3,315.0,,,31946.0,,16657.0,,16657.0,1.0,9500.0,24368.0,5.243926460932371,90017-1604,34.056102,-118.272364
Azusa Pacific University,Azusa,CA,2,2759.0,0.6179,56313.0,56313.0,44458.0,44458.0,44458.0,44458.0,0.3515,23219.0,66677.0,3.3782563702626094,91702-7000,34.130047,-117.888375
Bakersfield College,Bakersfield,CA,1,17280.0,0.207,22018.0,22018.0,1430.0,1430.0,11300.0,11300.0,0.304,8312.0,37291.0,2.361749483789654,93305-1299,35.40911,-118.973753
Barstow Community College,Barstow,CA,1,2657.0,,22193.0,22193.0,1104.0,1104.0,9744.0,9744.0,0.4925,3500.0,35104.0,2.528828623518687,92311,34.870285,-117.023412
Bellus Academy-Chula Vista,Chula Vista,CA,3,341.0,,,31946.0,,16657.0,,16657.0,0.6122,7917.0,23576.0,5.4200882253138785,91911,32.614773,-117.083738
Bethesda University,Anaheim,CA,2,205.0,0.1111,13575.0,13575.0,7220.0,7220.0,7220.0,7220.0,0.3396,9000.0,40747.0,1.3326134439345227,92801,33.842295,-117.941323
Biola University,La Mirada,CA,2,3474.0,0.676,62757.0,62757.0,48984.0,48984.0,48984.0,48984.0,0.2604,23875.0,56778.0,4.421219486420797,90639-0001,33.906203,-118.014374
Brownson Technical School,Anaheim,CA,3,307.0,,,31946.0,,16657.0,,16657.0,0.7261,9500.0,68767.0,1.8582168772812542,92805,33.819032,-117.905774
Bryan University,Tempe,AZ,3,2506.0,0.4056,26732.0,26732.0,12219.0,12219.0,12219.0,12219.0,0.7459,20000.0,40283.0,2.654419978651044,85281,33.437779,-111.944197
Butte College,Oroville,CA,1,8890.0,,15509.0,15509.0,1356.0,1356.0,9276.0,9276.0,0.3475,10500.0,41810.0,1.483759866060751,95965-8399,39.649782,-121.644831
California Institute of Integral Studies,San Francisco,CA,2,38.0,,,46093.0,,29060.0,,29082.0,0.4561,18750.0,48848.0,3.7744022273173927,94103,37.774924,-122.416102
Cabrillo College,Aptos,CA,1,8002.0,,24966.0,24966.0,1270.0,1270.0,9862.0,9862.0,0.2441,14380.0,44114.0,2.263771138414109,95003,36.989448,-121.924797
California Baptist University,Riverside,CA,2,8179.0,0.6188,54038.0,54038.0,41228.0,41228.0,41228.0,41228.0,0.4206,26063.0,61504.0,3.5144380853277837,92504-3297,33.929321,-117.425619
California College of the Arts,San Francisco,CA,2,990.0,0.6122,79776.0,79776.0,60226.0,60226.0,60226.0,60226.0,0.2509,27000.0,49414.0,6.457765005868782,94107-2247,37.767485,-122.399451
University of California College of the Law-San Francisco,San Francisco,CA,1,540.0,,,17783.0,,5507.0,,11010.0,0.3984,,40747.0,1.7456990698701744,94102-4978,37.781137,-122.4157
California Institute of Technology,Pasadena,CA,2,987.0,0.9437,86886.0,86886.0,65898.0,65898.0,65898.0,65898.0,0.1799,,128566.0,2.703234136552432,91125,34.137349,-118.125878
California Lutheran University,Thousand Oaks,CA,2,2296.0,0.696,68426.0,68426.0,52560.0,52560.0,52560.0,52560.0,0.3109,21669.0,68712.0,3.9833507975317266,91360-2787,34.224566,-118.878924
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,1,21996.0,0.864,32265.0,32265.0,13596.0,13596.0,34665.0,34665.0,0.1924,18500.0,90768.0,1.4218667371760974,93407,35.299513,-120.657311
Alliant International University-San Diego,San Diego,CA,3,391.0,,,31946.0,14304.0,14304.0,14304.0,14304.0,0.0169,12878.0,66666.0,1.916779167791678,92131,32.897056,-117.094398
California State University-Bakersfield,Bakersfield,CA,1,8577.0,0.498,19522.0,19522.0,8090.0,8090.0,20690.0,20690.0,0.6065,16600.0,59009.0,1.3233235608127574,93311-1099,35.350005,-119.104711
California State University-Stanislaus,Turlock,CA,1,8385.0,0.5345,19739.0,19739.0,8246.0,8246.0,20846.0,20846.0,0.5519,13540.0,63188.0,1.2495410520984997,95382-0299,37.52577,-120.852511
California State University-San Bernardino,San Bernardino,CA,1,15023.0,0.549,17427.0,17427.0,8093.0,8093.0,20693.0,20693.0,0.5762,14715.0,59977.0,1.16224552745219,92407-2393,34.182622,-117.323801
California State Polytechnic University-Pomona,Pomona,CA,1,25042.0,0.6843,23955.0,23955.0,7780.0,7780.0,20380.0,20380.0,0.4633,16000.0,71902.0,1.3326472142638592,91768,34.057912,-117.821476
California State University-Chico,Chico,CA,1,13631.0,0.6278,26283.0,26283.0,8472.0,8472.0,21072.0,21072.0,0.4252,16552.0,64172.0,1.6382846101103286,95929-0150,39.729712,-121.844859
California State University-Dominguez Hills,Carson,CA,1,12538.0,0.4279,23191.0,23191.0,7449.0,7449.0,20049.0,20049.0,0.6333,13807.0,57162.0,1.6228263531716876,90747-0005,33.864766,-118.255917
California State University-Fresno,Fresno,CA,1,21605.0,0.5696,20095.0,20095.0,7350.0,7350.0,19950.0,19950.0,0.5697,14505.0,61244.0,1.312455097642218,93740,36.811154,-119.744569
California State University-Fullerton,Fullerton,CA,1,38546.0,0.7018,18269.0,18269.0,7470.0,7470.0,20070.0,20070.0,0.4807,13750.0,62951.0,1.1608393830121841,92832-3599,33.881506,-117.885446
California State University-East Bay,Hayward,CA,1,9809.0,0.4795,22850.0,22850.0,7583.0,7583.0,20183.0,20183.0,0.444,16544.0,71401.0,1.280094116328903,94542,37.657694,-122.054135
California State University-Long Beach,Long Beach,CA,1,35924.0,0.6888,22679.0,22679.0,7350.0,7350.0,19950.0,19950.0,0.5018,14289.0,64403.0,1.4085679238544788,90840-0115,33.782818,-118.11204
California State University-Los Angeles,Los Angeles,CA,1,19562.0,0.5298,18403.0,18403.0,7160.0,7160.0,19760.0,19760.0,0.663,13000.0,59211.0,1.2432149431693436,90032-8506,34.066927,-118.168965
California State University-Northridge,Northridge,CA,1,32691.0,0.5695,20485.0,20485.0,7458.0,7458.0,20058.0,20058.0,0.5607,13872.0,59115.0,1.386111815951958,91330,34.240126,-118.529319
California State University-Sacramento,Sacramento,CA,1,28350.0,0.5629,22945.0,22945.0,8018.0,8018.0,20618.0,20618.0,0.4913,15000.0,64876.0,1.41469881003761,95819-2694,38.559415,-121.423549
University of California-Berkeley,Berkeley,CA,1,33068.0,0.9284,45619.0,45619.0,16347.0,16347.0,50547.0,50547.0,0.2864,13000.0,92446.0,1.9738658243731475,94720,37.871918,-122.260463
University of California-Davis,Davis,CA,1,32253.0,0.8567,41238.0,41238.0,16774.0,16774.0,50974.0,50974.0,0.3135,13000.0,80838.0,2.040525495435315,95616-8678,38.539667,-121.749567
University of California-Irvine,Irvine,CA,1,30197.0,0.8687,38632.0,38632.0,15722.0,15722.0,49922.0,49922.0,0.361,15000.0,80735.0,1.9140149873041432,92697,33.648434,-117.841248
University of California-Los Angeles,Los Angeles,CA,1,33475.0,0.9262,38614.0,38614.0,15203.0,15203.0,49403.0,49403.0,0.2824,14000.0,82511.0,1.8719443468143642,90095-1405,34.07178,-118.442179
University of California-Riverside,Riverside,CA,1,22593.0,0.7596,38942.0,38942.0,15606.0,15606.0,49806.0,49806.0,0.4695,17500.0,67699.0,2.3008907073959732,92521,33.97246,-117.32741
University of California-San Diego,La Jolla,CA,1,34948.0,0.8605,38701.0,38701.0,16758.0,16758.0,50958.0,50958.0,0.342,15500.0,84943.0,1.8224456400174234,92093,32.877749,-117.235866
University of California-San Francisco,San Francisco,CA,1,540.0,,,17783.0,,5507.0,,11010.0,0.3984,,40747.0,1.7456990698701744,94143-0244,37.763737,-122.458489
University of California-Santa Barbara,Santa Barbara,CA,1,23113.0,0.8303,41573.0,41573.0,16414.0,16414.0,50614.0,50614.0,0.2785,13993.0,74915.0,2.2197423746913167,93106,34.416297,-119.846426
University of California-Santa Cruz,Santa Cruz,CA,1,17940.0,0.7509,41179.0,41179.0,16005.0,16005.0,50205.0,50205.0,0.3157,16666.0,68396.0,2.408269489443827,95064-1011,36.995584,-122.058801
Sofia University,Palo Alto,CA,3,5.0,,,31946.0,,16657.0,,16657.0,1.0,,40747.0,3.136034554691143,94303,37.430325,-122.10866
California Beauty College,Modesto,CA,3,122.0,,,31946.0,,16657.0,,16657.0,0.5507,,22255.0,5.741810829027185,95354,37.645371,-120.997481
Haven University,Garden Grove,CA,2,28.0,,,46093.0,7010.0,7010.0,7010.0,7010.0,0.0968,,40747.0,4.524799371732889,92840-1340,33.777392,-117.939412
California Hair Design Academy,La Mesa,CA,3,98.0,,,31946.0,,16657.0,,16657.0,0.4773,6333.0,19347.0,6.604848296893575,91942-5055,32.765221,-117.024261
California Institute of the Arts,Valencia,CA,2,860.0,0.6667,77560.0,77560.0,58996.0,58996.0,58996.0,58996.0,0.2424,25000.0,41198.0,7.530462643817661,91355-2397,34.39327,-118.566837
California State University Maritime Academy,Vallejo,CA,1,804.0,0.5972,29853.0,29853.0,9944.0,9944.0,22544.0,22544.0,0.251,24965.0,94784.0,1.2598328831870358,94590-8181,38.069061,-122.231551
California Western School of Law,San Diego,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,92101-3046,32.722192,-117.162416
Canada College,Redwood City,CA,1,5175.0,,9087.0,9087.0,1332.0,1332.0,11384.0,11384.0,0.0951,,50087.0,0.7256972867211052,94061-1099,37.44877,-122.265398
College of the Canyons,Santa Clarita,CA,1,15832.0,,11360.0,11360.0,1166.0,1166.0,10958.0,10958.0,0.1848,9612.0,49022.0,0.92693076577863,91355-1899,34.403993,-118.568698
Career Academy of Beauty,Garden Grove,CA,3,219.0,,,31946.0,,16657.0,,16657.0,0.5494,6333.0,24410.0,5.234903727980336,92845,33.781018,-118.031697
Casa Loma College-Los Angeles,Sherman Oaks,CA,2,758.0,0.7324,,46093.0,,29060.0,,29082.0,0.4916,26791.0,49854.0,3.698238857463794,91403,34.155096,-118.466548
CET-San Diego,San Diego,CA,2,223.0,,,46093.0,,29060.0,,29082.0,0.3381,7041.0,32986.0,5.589401564300006,92102,32.711302,-117.105328
CET-San Jose,San Jose,CA,2,266.0,,,46093.0,,29060.0,,29082.0,0.5254,7041.0,32986.0,5.589401564300006,95110,37.322723,-121.88698
CET-El Centro,El Centro,CA,2,130.0,,,46093.0,,29060.0,,29082.0,0.3086,7041.0,32986.0,5.589401564300006,92243,32.790908,-115.549079
CET-Colton,Colton,CA,2,162.0,,,46093.0,,29060.0,,29082.0,0.5882,7041.0,32986.0,5.589401564300006,92324,34.077381,-117.353488
CET-Watsonville,Watsonville,CA,2,142.0,,,46093.0,,29060.0,,29082.0,0.3651,7041.0,32986.0,5.589401564300006,95076,36.931833,-121.767991
CET-Salinas,Salinas,CA,2,171.0,,,46093.0,,29060.0,,29082.0,0.4118,7041.0,32986.0,5.589401564300006,93906,36.707333,-121.65236
Cerritos College,Norwalk,CA,1,18870.0,,10236.0,10236.0,1364.0,1364.0,12004.0,12004.0,0.3629,8447.0,41156.0,0.9948488677228108,90650-6298,33.886874,-118.097337
Cerro Coso Community College,Ridgecrest,CA,1,3171.0,,25300.0,25300.0,1384.0,1384.0,11254.0,11254.0,0.1547,,34963.0,2.894488459228327,93555-9571,35.567525,-117.66767
Chabot College,Hayward,CA,1,11392.0,,17456.0,17456.0,1150.0,1150.0,8686.0,8686.0,0.2102,9500.0,48143.0,1.450345844671084,94545,37.642458,-122.105636
Chaffey College,Rancho Cucamonga,CA,1,18132.0,,14451.0,14451.0,1184.0,1184.0,11120.0,11120.0,0.2879,,42975.0,1.3450610820244329,91737-3002,34.147663,-117.573932
Chapman University,Orange,CA,2,7478.0,0.8188,83146.0,83146.0,64984.0,64984.0,64984.0,64984.0,0.1939,20500.0,70070.0,4.746453546453546,92866,33.79302,-117.852518
Charles R Drew University of Medicine and Science,Los Angeles,CA,2,282.0,0.2963,39834.0,39834.0,23000.0,23000.0,23000.0,23000.0,0.5359,18750.0,83438.0,1.9096335003235936,90059,33.925658,-118.242791
Concordia University-Irvine,Irvine,CA,2,1536.0,0.5831,58682.0,58682.0,43480.0,43480.0,43480.0,43480.0,0.2423,24247.0,65083.0,3.6065946560545763,92612-3203,33.653665,-117.812305
San Diego Christian College,Santee,CA,2,87.0,0.1967,31745.0,31745.0,28012.0,28012.0,28012.0,28012.0,0.45,24941.0,49766.0,2.551541212876261,92071,32.843454,-116.978089
Church Divinity School of the Pacific,Berkeley,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,94709-1211,37.876184,-122.261122
Citrus College,Glendora,CA,1,8286.0,,13699.0,13699.0,1204.0,1204.0,10636.0,10636.0,0.2988,7851.0,42065.0,1.3026506596933318,91741-1899,34.13537,-117.886469
Citrus Heights Beauty College,Citrus Heights,CA,3,114.0,,,31946.0,,16657.0,,16657.0,0.2798,6333.0,40747.0,3.136034554691143,95610-1410,38.712951,-121.289529
City College of San Francisco,San Francisco,CA,1,17348.0,,16870.0,16870.0,1696.0,1696.0,14656.0,14656.0,0.167,8218.0,45805.0,1.4732016155441545,94112-1898,37.725953,-122.451155
Claremont Graduate University,Claremont,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,64372.0,2.864164543590381,91711-6160,34.103585,-117.713703
Claremont McKenna College,Claremont,CA,2,1388.0,0.9136,86500.0,86500.0,67980.0,67980.0,67980.0,67980.0,0.181,13500.0,104736.0,3.3035441490986863,91711-6400,34.102154,-117.711188
Milan Institute-Visalia,Visalia,CA,3,635.0,,,31946.0,,16657.0,,16657.0,0.7369,8124.0,32493.0,3.932662419598067,93277,36.27164,-119.312151
Clovis Adult Education,Clovis,CA,1,226.0,,,17783.0,,5507.0,,11010.0,0.0883,,50098.0,1.419857080122959,93611,36.834459,-119.690369
Coastline Community College,Fountain Valley,CA,1,7393.0,,24290.0,24290.0,1364.0,1364.0,11612.0,11612.0,0.092,8250.0,44483.0,2.184205201987276,92708-2597,33.716054,-117.928979
University of Silicon Valley,San Jose,CA,3,455.0,0.2874,35722.0,35722.0,22480.0,22480.0,22480.0,22480.0,0.4974,31000.0,51017.0,2.8007918928984457,95134,37.414049,-121.94087
Coba Academy,Anaheim,CA,3,109.0,,,31946.0,,16657.0,,16657.0,0.6632,6333.0,21208.0,6.025273481705017,92801,33.841141,-117.943108
Western University of Health Sciences,Pomona,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,91766-1854,34.058092,-117.747732
Columbia College,Sonora,CA,1,1984.0,,19870.0,19870.0,1282.0,1282.0,9264.0,9264.0,0.2837,,39035.0,2.0361214294863585,95370,38.030367,-120.388385
California College of ASU,Los Angeles,CA,2,71.0,0.3723,31890.0,31890.0,25186.0,25186.0,25186.0,25186.0,0.4631,25000.0,42014.0,3.0361308135383442,90015,34.039355,-118.25968
Compton College,Compton,CA,1,3142.0,,20447.0,20447.0,1142.0,1142.0,8822.0,8822.0,0.2682,,34181.0,2.3927913168134345,90221-5393,33.878226,-118.209463
Contra Costa College,San Pablo,CA,1,5203.0,,18422.0,18422.0,1312.0,1312.0,10320.0,10320.0,0.2445,,40850.0,1.8038678090575275,94806,37.969381,-122.337377
Cosumnes River College,Sacramento,CA,1,14023.0,,14202.0,14202.0,1288.0,1288.0,12616.0,12616.0,0.2615,10722.0,42446.0,1.3383593271450784,95823-5799,38.45295,-121.423108
Crafton Hills College,Yucaipa,CA,1,5687.0,0.3128,20282.0,20282.0,1188.0,1188.0,14556.0,14556.0,0.1396,,42553.0,1.906516579324607,92339-1799,34.039178,-117.101173
Cuesta College,San Luis Obispo,CA,1,7180.0,,20192.0,20192.0,1350.0,1350.0,11010.0,11010.0,0.1761,13750.0,46047.0,1.754033921862445,93403-8106,35.331276,-120.742235
Cuyamaca College,El Cajon,CA,1,7177.0,,16690.0,16690.0,1346.0,1346.0,11314.0,11314.0,0.2739,,32435.0,2.0582703869277017,92019,32.744305,-116.942854
Cypress College,Cypress,CA,1,13354.0,0.3728,14290.0,14290.0,1150.0,1150.0,12379.0,12379.0,0.3124,10000.0,43533.0,1.3130268991339904,90630-5897,33.82833,-118.025143
De Anza College,Cupertino,CA,1,15264.0,,14975.0,14975.0,1571.0,1571.0,12596.0,12596.0,0.1752,5625.0,56596.0,1.0583786840059368,95014,37.319914,-122.045783
International School of Beauty Inc,Palm Desert,CA,3,132.0,,,31946.0,,16657.0,,16657.0,0.5627,7083.0,19799.0,6.4540633365321485,92260-2740,33.729555,-116.403928
College of the Desert,Palm Desert,CA,1,10207.0,,24607.0,24607.0,1326.0,1326.0,10174.0,10174.0,0.3789,,39020.0,2.522501281394157,92260,33.732108,-116.388271
Design Institute of San Diego,San Diego,CA,3,77.0,0.8,55911.0,55911.0,29300.0,29300.0,29300.0,29300.0,0.5109,36844.0,46920.0,4.766496163682865,92121,32.880926,-117.167374
DHARMA REALM BUDDHIST UNIVERSITY,Ukiah,CA,2,25.0,,,46093.0,21000.0,21000.0,21000.0,21000.0,0.0,,40747.0,4.524799371732889,95482-6050,39.134532,-123.158174
Diablo Valley College,Pleasant Hill,CA,1,15358.0,,16774.0,16774.0,1312.0,1312.0,10320.0,10320.0,0.1827,10021.0,51378.0,1.3059286075752268,94523,37.968516,-122.073142
Dominican University of California,San Rafael,CA,2,1114.0,0.7805,71751.0,71751.0,52161.0,52161.0,52161.0,52161.0,0.319,27000.0,84713.0,3.38795698417008,94901-2298,37.981279,-122.512051
Dominican School of Philosophy & Theology,Berkeley,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,94708-1816,37.881099,-122.264612
East Los Angeles College,Monterey Park,CA,1,27753.0,,19193.0,19193.0,1238.0,1238.0,10572.0,10572.0,0.2392,10500.0,42006.0,1.8276436699519116,91754-6099,34.040531,-118.148785
El Camino Community College District,Torrance,CA,1,19210.0,,15246.0,15246.0,1144.0,1144.0,7630.0,7630.0,0.2725,,41589.0,1.4663492750486908,90506,33.885229,-118.329913
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,3,540.0,,,31946.0,,16657.0,,16657.0,0.3984,,40747.0,3.136034554691143,90403,34.030438,-118.485119
Evergreen Valley College,San Jose,CA,1,7688.0,,22105.0,22105.0,1366.0,1366.0,8718.0,8718.0,0.2244,13219.0,53077.0,1.6658816436497919,95135-1598,37.30167,-121.76561
FIDM-Fashion Institute of Design & Merchandising,Los Angeles,CA,3,535.0,0.6527,54318.0,54318.0,35000.0,35000.0,35000.0,35000.0,0.1898,13734.0,49840.0,4.3593900481540935,90015-1421,34.044209,-118.25993
